Course,Year,Paper,Rater,Question,Marks,MATH,PRAC-A,PRAC-C,PRAC-Prop,Notes
A-Level,2016,C1,Ying ,11(c),2,A3,,,,
A-Level,2016,C1,Ying ,11(d),2,B2,,,,
A-Level,2017,C1,Ying,1,4,A3,,,,RUOP
A-Level,2017,C1,Ying,2,5,A3,,,,RUOP
A-Level,2017,C1,Ying,3(a),3,A2,,,,Ability to substitute into a formula 
A-Level,2017,C1,Ying,3(b),3,A3,,,,RUOP
A-Level,2017,C1,Ying,4(a),2,A2,,,,Ability to substitute into a formula 
A-Level,2017,C1,Ying,4(b),5,A3,,,,
A-Level,2017,C1,Ying,5(a),2,A3,,,,
A-Level,2017,C1,Ying,5(b),3,B1,,,,Transfer of information Numerical to visual 
A-Level,2017,C1,Ying,5(c),3,A3,,,,
A-Level,2017,C1,Ying,6(a),2,A3,,,,RUOP
A-Level,2017,C1,Ying,6(b),4,A3,,,,RUOP
A-Level,2017,C1,Ying,7(a),4,A3,,,,RUOP
A-Level,2017,C1,Ying,7(b),5,A3,,,,RUOP
A-Level,2017,C1,Ying,8(a),4,A3,,,,
A-Level,2017,C1,Ying,8(b),4,B1,,,,Recognising applicability of a formula 
A-Level,2017,C1,Ying,9(a),4,B1,,,,Transfer of information Algebraic to visual 
A-Level,2017,C1,Ying,9(b),3,B2,,,,Proving an unseen theorem that goes beyond the routine use of procedure
A-Level,2017,C1,Ying,9©,4,A3,,,,RUOP
A-Level,2017,C1,Ying,10(a),3,A3,,,,RUOP
A-Level,2017,C1,Ying,10(b),3,A3,,,,RUOP
A-Level,2017,C1,Ying,10(c),5,B2,,,,Choosing and applying appropriate algorithms
A-Level,2014,C2,Ying,1(a),1,A3,,,,Simple calculation 
A-Level,2014,C2,Ying,1(b),4,A3,,,,RUOP
A-Level,2014,C2,Ying,2(a),2,A3,,,,RUOP
A-Level,2014,C2,Ying,2(b),4,B2,,,,RUOP
A-Level,2014,C2,Ying,3(a),4,A3,,,,RUOP
A-Level,2014,C2,Ying,3(b),3,A3,,,,RUOP
A-Level,2014,C2,Ying,4,5,A3,,,,RUOP
A-Level,2014,C2,Ying,5(a),2,A2,,,,Ability to substitute into a formula 
A-Level,2014,C2,Ying,5(b),2,A2,,,,Ability to substitute into a formula 
A-Level,2014,C2,Ying,5(c),5,A3,,,,Recognizing applicability of formula or method in different or unusual contexts 
A-Level,2014,C2,Ying,6(a),2,A2,,,,Ability to substitute into a formula 
A-Level,2014,C2,Ying,6(b),2,A2,,,,Calculation 
A-Level,2014,C2,Ying,6(c),4,B2,,,,Extrapolation of known procedures to new situations
A-Level,2014,C2,Ying,7(i),4,A3,,,,RUOP
A-Level,2014,C2,Ying,7(ii),5,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,C2,Ying,8(a),2,B1,,,,Transfer of information from numerical to visual 
A-Level,2014,C2,Ying,8(b),5,A3,,,,RUOP
A-Level,2014,C2,Ying,9(a),3,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,C2,Ying,9(b),2,A2,,,,Ability to substitute into a formula 
A-Level,2014,C2,Ying,10(a),2,B1,,,,Transfer of information 
A-Level,2014,C2,Ying,10(b),4,A3,,,,RUOP
A-Level,2014,C2,Ying,10(c),6,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,C2,Ying,10(d),2,C1,,,,Proving a theorem in order to justify a result
A-Level,2015,C2,Ying,1,4,A3,,,,RUOP
A-Level,2015,C2,Ying,2(a),3,A2,,,,Ability to substitute into a formula 
A-Level,2015,C2,Ying,2(b),4,A3,,,,RUOP
A-Level,2015,C2,Ying,3(a),2,B2,,,,Extrapolation of known procedures to new situations
A-Level,2015,C2,Ying,3(b),4,A3,,,,RUOP
A-Level,2015,C2,Ying,3(c),3,A3,,,,RUOP
A-Level,2015,C2,Ying,4(a),2,A2,,,,Ability to substitute into a formula 
A-Level,2015,C2,Ying,4(b),3,A2,,,,Ability to substitute into a formula 
A-Level,2015,C2,Ying,4(c),3,A3,,,,RUOP
A-Level,2015,C2,Ying,5(i)(a),4,B2,,,,Extrapolation of known procedures to new situations
A-Level,2015,C2,Ying,5(i)(b),2,B2,,,,Extrapolation of known procedures to new situations
A-Level,2015,C2,Ying,5(ii),4,B2,,,,Extrapolation of known procedures to new situations
A-Level,2015,C2,Ying,6(a),4,A3,,,,
A-Level,2015,C2,Ying,6(b),5,B1,,,,Recognising the applicability of a formula in different or unusual contexts 
A-Level,2015,C2,Ying,7(i),3,A3,,,,
A-Level,2015,C2,Ying,7(ii),6,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2015,C2,Ying,8(i),3,A3,,,,RUOP
A-Level,2015,C2,Ying,8(ii)(a),3,A3,,,,RUOP
A-Level,2015,C2,Ying,8(ii)(b),3,A3,,,,RUOP
A-Level,2015,C2,Ying,9(a),4,B1,,,,Transformation of information 
A-Level,2015,C2,Ying,9(b),5,A3,,,,RUOP
A-Level,2015,C2,Ying,9(c),1,C1,,,,Proving a theorem in order to justify a result
A-Level,2016,C2,Ying,1(a),2,B2,,,,Extrapolation of known procedures to new situations
A-Level,2016,C2,Ying,1(b),2,A2,,,,Ability to substitute into a formula 
A-Level,2016,C2,Ying,1(c),3,B2,,,,Extrapolation of known procedures to new situations
A-Level,2016,C2,Ying,2(a),1,A3,,,,Simple Calculation 
A-Level,2016,C2,Ying,2(b),3,A3,,,,RUOP
A-Level,2016,C2,Ying,2(c),2,B2,,,,
A-Level,2016,C2,Ying,3(a),2,A3,,,,RUOP
A-Level,2016,C2,Ying,3(b),2,A2,,,,Ability to substitute into a formula 
A-Level,2016,C2,Ying,3(c),4,A3,,,,RUOP
A-Level,2016,C2,Ying,4(a),2,A3,,,,RUOP
A-Level,2016,C2,Ying,4(b),2,A3,,,,RUOP
A-Level,2016,C2,Ying,4(c),4,A3,,,,RUOP
A-Level,2016,C2,Ying,5(a),4,B2,,,,hoosing and applying appropriate algorithms
A-Level,2016,C2,Ying,5(b),1,A3,,,,RUOP
A-Level,2016,C2,Ying,5(c),2,A3,,,,RUOP
A-Level,2016,C2,Ying,5(d),2,A3,,,,RUOP
A-Level,2016,C2,Ying,6(i),3,A3,,,,RUOP
A-Level,2016,C2,Ying,6(ii),6,A3,,,,RUOP
A-Level,2016,C2,Ying,7(a),3,A3,,,,RUOP
A-Level,2016,C2,Ying,7(b),3,B1,,,,Explaining processes or the relationships between component parts of the material.
A-Level,2016,C2,Ying,8(i),3,A3,,,,RUOP
A-Level,2016,C2,Ying,8(ii),4,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2016,C2,Ying,9(a),2,B1,,,,Transformation of information 
A-Level,2016,C2,Ying,9(b),3,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2016,C2,Ying,9(c),3,A3,,,,RUOP
A-Level,2016,C2,Ying,9(d),5,A3,,,,RUOP
A-Level,2016,C2,Ying,9e,2,C1,,,,Proving a theorem in order to justify a result
A-Level,2017,C2,Ying,1,4,A3,,,,RUOP
A-Level,2017,C2,Ying,2,4,B1,,,,Transformation of information
A-Level,2017,C2,Ying,3(a),1,A3,,,,Simple Calculation 
A-Level,2017,C2,Ying,3(b),4,A3,,,,RUOP
A-Level,2017,C2,Ying,3(c),1,A3,,,,RUOP
A-Level,2017,C2,Ying,4(a),2,B1,,,,Transformation of information
A-Level,2017,C2,Ying,4(b),2,B1,,,,Transformation of information
A-Level,2017,C2,Ying,4(c),4,A3,,,,RUOP
A-Level,2017,C2,Ying,5(a),2,A3,,,,RUOP
A-Level,2017,C2,Ying,5(b),2,A3,,,,RUOP
A-Level,2017,C2,Ying,5(c),3,A3,,,,RUOP
A-Level,2017,C2,Ying,6(a),2,A3,,,,RUOP
A-Level,2017,C2,Ying,6(b),4,A3,,,,RUOP
A-Level,2017,C2,Ying,6(c),3,A3,,,,RUOP
A-Level,2017,C2,Ying,7(i),3,A3,,,,RUOP
A-Level,2017,C2,Ying,7(ii),4,A3,,,,RUOP
A-Level,2017,C2,Ying,8(a),3,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2017,C2,Ying,8(b),5,A3,,,,RUOP
A-Level,2017,C2,Ying,9(a),4,B1,,,,Recognising the applicability of a generic forumula for an unusual situation 
A-Level,2017,C2,Ying,9(b),2,A3,,,,RUOP
A-Level,2017,C2,Ying,9(c),6,A3,,,,RUOP
A-Level,2017,C2,Ying,10(a),3,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2017,C2,Ying,10(b),7,B2,,,,Choosing and applying appropriate algorithms 
ILA,2017,August,Roisin,A1,6,A3,2,0,0,(iii)
ILA,2017,August,Roisin,A2(a),3,A3,1,0,0,(iii)
ILA,2017,August,Roisin,A2(b),4,A2,2,0,0,(i)
ILA,2017,August,Roisin,A3(a),3,A2 ,1,0,0,(i)
ILA,2017,August,Roisin,A3(b),4,C2,1.5,0.5,0.25,(iii)
ILA,2017,August,Roisin,A4,7,C2,1.5,0.5,0.25,(iv)
ILA,2017,August,Roisin,A5(a),3,B1,1.5,0.5,0.25,(i)
ILA,2017,August,Roisin,A5(b),4,C2,1,0,,(iii)
ILA,2017,August,Roisin,A6,6,B2,1.5,0.5,0.25,(iii)
ILA,2017,August,Roisin,B1(a),4,A3,1,0,0,(iii)
ILA,2017,August,Roisin,B1(b),4,A3,2,0,0,(ii)
ILA,2017,August,Roisin,B1(c),6,A3,1.5,0,0,(iii)
ILA,2017,August,Roisin,B1(d),2,A3,1,0,0,(iii)
ILA,2017,August,Roisin,B1(e),4,B2,1.5,1,0.4,(i)
ILA,2017,August,Roisin,B2(a),10,A3,2.5,0,0,(iii)
ILA,2017,August,Roisin,B2(b)(i),6,A3,1,0.5,0.333333333,(iii)
ILA,2017,August,Roisin,B2(b)(ii),4,A3,1,0.5,0.333333333,(iii)
ILA,2017,August,Roisin,B3,20,A3,4,1,0.2,(iii)
ILA,2017,August,Roisin,B4(a),6,A3,3,0,0,(iii)
ILA,2017,August,Roisin,B4(b),4,A3,1,0,0,(iii)
ILA,2017,August,Roisin,B4(c),2,A2,0.5,0,0,(i)
ILA,2017,August,Roisin,B4(d),4,B2,1,0.5,0.333333333,(iii)
ILA,2017,August,Roisin,B4(e),4,B2,1,1,0.5,(iv)
ILA,2015,August,Roisin,A1,6,B1,,,,(v)
ILA,2015,August,Roisin,A2,7,A2 ,,,,(i)
ILA,2015,August,Roisin,A3,6,B2,,,,(i)
ILA,2015,August,Roisin,A4,7,A3,,,,(iii)
ILA,2015,August,Roisin,A5(a),3,B2,,,,(iii)
ILA,2015,August,Roisin,A5(b),4,C2,,,,(iv)
ILA,2015,August,Roisin,A6,7,C2,,,,(iii)
ILA,2015,August,Roisin,B1(a),4,A3,,,,(iii)
ILA,2015,August,Roisin,B1(b),3,A3,,,,(iii)
ILA,2015,August,Roisin,B1(c),4,A3,,,,(iii)
ILA,2015,August,Roisin,B1(d),5,B1,,,,(ii)
ILA,2015,August,Roisin,B1(e),4,A3,,,,(iii)
ILA,2015,August,Roisin,B2(a),10,A3,,,,(iii)
ILA,2015,August,Roisin,B2(b)(i),3,B2,,,,(i)
ILA,2015,August,Roisin,B2(b)(ii),3,B2,,,,(i)
ILA,2015,August,Roisin,B2(c),4,C1,,,,(i)
ILA,2015,August,Roisin,B3(a),3,A3,,,,(iii)
ILA,2015,August,Roisin,B3(b),5,A3,,,,(iv)
ILA,2015,August,Roisin,B3(c),3,C1,,,,(iv)
ILA,2015,August,Roisin,B3(d),4,A3,,,,(iii)
ILA,2015,August,Roisin,B3(e),5,C1,,,,(iv)
ILA,2015,August,Roisin,B4(a),8,A3,,,,(iii)
ILA,2015,August,Roisin,B4(b),4,A3,,,,(iii)
ILA,2015,August,Roisin,B4(c),3,A3,,,,(iii)
ILA,2015,August,Roisin,B4(d),5,B2,,,,(iv)
ILA,2013,August,Roisin,A1,7,C2,,,,(iii)
ILA,2013,August,Roisin,A2,7,C2,,,,(i)
ILA,2013,August,Roisin,A3,7,C1,,,,(iv)
ILA,2013,August,Roisin,A4,6,C2,,,,(iv)
ILA,2013,August,Roisin,A5,7,B2,,,,(i)
ILA,2013,August,Roisin,A6,6,B2,,,,(iii)
ILA,2013,August,Roisin,B1(a),2,A3,,,,(iii)
ILA,2013,August,Roisin,B1(b),4,A3,,,,(iii)
ILA,2013,August,Roisin,B1(c),4,A3,,,,(iii)
ILA,2013,August,Roisin,B1(d),5,B2,,,,(iv)
ILA,2013,August,Roisin,B1(e),5,B2,,,,(iv)
ILA,2013,August,Roisin,B2(a),3,A3,,,,(iii)
ILA,2013,August,Roisin,B2(b),2,A3,,,,(iii)
ILA,2013,August,Roisin,B2(c),3,A3,,,,(iii)
ILA,2013,August,Roisin,B2(d),4,B2,,,,(iii)
ILA,2013,August,Roisin,B2(e),4,B2,,,,(iii)
ILA,2013,August,Roisin,B2(f),4,C1,,,,(i)
ILA,2013,August,Roisin,B3(a),3,A2 ,,,,(i)
ILA,2013,August,Roisin,B3(b),2,A2 ,,,,(i)
ILA,2013,August,Roisin,B3(c),3,A3,,,,(iii)
ILA,2013,August,Roisin,B3(d),4,A3,,,,(iii)
ILA,2013,August,Roisin,B3(e),4,B2,,,,(i)
ILA,2013,August,Roisin,B3(f),4,A2 ,,,,(i)
ILA,2013,August,Roisin,B4(a),8,A3,,,,(iii)
ILA,2013,August,Roisin,B4(b),4,A2 ,,,,(i)
ILA,2013,August,Roisin,B4(c),4,A3,,,,(iii)
ILA,2013,August,Roisin,B4(d),4,C2,,,,(iv)
ILA,2014,August,Ying,A1,6,B1,,,,Transformation of information Visual to verbal 
ILA,2014,August,Ying,A2,7,B1 ,,,,Transformation of information Visual to verbal 
ILA,2014,August,Ying,A3,6,C2,,,,Being able to generate examples and counterexamples
ILA,2014,August,Ying,A4a,4,B2,,,,
ILA,2014,August,Ying,A4b,3,C2,,,,
ILA,2014,August,Ying,A5,7,B2,,,,Extrapolation of known procedures to new situations 
ILA,2014,August,Ying,A6,7,A3,,,,RUOP
ILA,2014,August,Ying,B1(a)(i),3,A3,,,,RUOP
ILA,2014,August,Ying,B1(a)(ii),3,A3,,,,RUOP
ILA,2014,August,Ying,B1(a)(i),7,A3,,,,RUOP
ILA,2014,August,Ying,B1(a)(ii),4,A3,,,,RUOP
ILA,2014,August,Ying,B1(a)(iii),3,B2,,,,Extrapolation of known procedures to new situations 
ILA,2014,August,Ying,B2(a),3,A3,,,,RUOP
ILA,2014,August,Ying,b2(b),3,A3,,,,RUOP
ILA,2014,August,Ying,B2(c),3,A3,,,,RUOP
ILA,2014,August,Ying,B2(d),4,A3,,,,RUOP
ILA,2014,August,Ying,B2(e),4,B2,,,,Proving an unseen theorem that goes beyond the routine use of procedure 
ILA,2014,August,Ying,B2(f),3,C1,,,,Proving a theorem in order to justify a result
ILA,2014,August,Ying,B3(a)(i),3,A3,,,,RUOP
ILA,2014,August,Ying,B3(a)(ii),5,B2,,,,Proving an unseen theorem that goes beyond the routine use of procedure 
ILA,2014,August,Ying,B3(a)(iii),3,A3,,,,RUOP
ILA,2014,August,Ying,B3(b)(i),4,A3,,,,Standard proof
ILA,2014,August,Ying,B3(b)(ii),5,B2,,,,Proving an unseen theorem that goes beyond the routine use of procedure 
ILA,2014,August,Ying,B4(a),4,A2 ,,,,Deciding when conditions of a simple definition are satisfied
ILA,2014,August,Ying,B4(b),4,A3,,,,RUOP
ILA,2014,August,Ying,B4(c),4,A3,,,,RUOP
ILA,2014,August,Ying,B4(d),4,A3,,,,RUOP
ILA,2014,August,Ying,B4(e),4,B2,,,,Choosing and applying appropriate algorithms 
ILA,2016,December,Rachel,A1,6,B1 ,2,0.5,0.2,iv
ILA,2016,December,Rachel,A2,7,C2,2,0.5,0.2,i
ILA,2016,December,Rachel,A3,7,B2,2.5,0,0,iii
ILA,2016,December,Rachel,A4,7,B2,2,0.5,0.2,iii
ILA,2016,December,Rachel,A5a,3,B2,1,0.5,0.333333333,iii
ILA,2016,December,Rachel,A5b,3,C2,1,0.5,0.333333333,iv
ILA,2016,December,Rachel,A6,7,B2,1.5,0.5,0.25,iii
ILA,2016,December,Rachel,B1a,5,A3,2,0,0,iii
ILA,2016,December,Rachel,B1b,4,A3,1.5,0,0,ii
ILA,2016,December,Rachel,B1c,3,B2,1,0.5,0.333333333,iii
ILA,2016,December,Rachel,B1d,3,B2,1,0,0,iii
ILA,2016,December,Rachel,B1e,5,A3,1.5,0,0,iii
ILA,2016,December,Rachel,B2a(i),6,A3,1,0,0,iii
ILA,2016,December,Rachel,B2a(ii),6,A3,2,0,0,iii
ILA,2016,December,Rachel,B2b(i),3,A3,1,0,0,iii
ILA,2016,December,Rachel,B2b(ii),5,A3,2,0,0,iii
ILA,2016,December,Rachel,B3a,8,A3,3.5,0,0,iii
ILA,2016,December,Rachel,B3b,1,A2,0.5,0,0,i
ILA,2016,December,Rachel,B3c,3,A3,1.5,0,0,iii
ILA,2016,December,Rachel,B3d,2,B1,1,0,0,v
ILA,2016,December,Rachel,B3e,4,B1,1.5,0.5,0.25,v
ILA,2016,December,Rachel,B3f,2,B1,0.5,0.5,0.5,v
ILA,2016,December,Rachel,B4a(i),5,A3,1.5,0,0,iii
ILA,2016,December,Rachel,B4a(ii),4,B1,1,0.5,0.333333333,iv
ILA,2016,December,Rachel,B4a(iii),3,A3,1.5,0,0,iii
ILA,2016,December,Rachel,B4b,8,B1 ,2,1,0.333333333,i
ILA,2016,August,Ying,A1(a),3,A3,,,,RUOP
ILA,2016,August,Ying,A1(b),3,B1 ,,,,Being able to decide whether or not conditions of a conceptual  definition are satisfied 
ILA,2016,August,Ying,A2,6,B1,,,,Being able to decide whether or not conditions of a conceptual  definition are satisfied 
ILA,2016,August,Ying,A3(a),4,A2,,,,Being able to decide whether or not conditions of a simple definition are satisfied 
ILA,2016,August,Ying,A3(b),3,B2,,,,Proving an unseen theorem that goes beyond the routine use of procedure 
ILA,2016,August,Ying,A4,7,A3,,,,Proof that students have definitely come across before
ILA,2016,August,Ying,A5(a),5,B2,,,,Proving an unseen result which goes beyond the routine use of procedure
ILA,2016,August,Ying,A5(b),2,C2,,,,Constructing a counterexample
ILA,2016,August,Ying,A6,7,A3,,,,RUOP
ILA,2016,August,Ying,B1(a),3,A3,,,,RUOP
ILA,2016,August,Ying,B1(b),4,A2,,,,Being able to decide whether or not conditions of a simple definition are satisfied 
ILA,2016,August,Ying,B1(c),3,A3,,,,RUOP 
ILA,2016,August,Ying,B1(d),5,A3,,,,RUOP
ILA,2016,August,Ying,B1(e),5,A3,,,,RUOP 
ILA,2016,August,Ying,B2(a)(i),3,A3,,,,RUOP
ILA,2016,August,Ying,B2(a)(ii),2,A3,,,,RUOP
ILA,2016,August,Ying,B2(a)(iii),3,B1,,,,Transformation of information
ILA,2016,August,Ying,B2(b)(i),3,A3,,,,RUOP
ILA,2016,August,Ying,B2(b)(ii),6,A3,,,,RUOP
ILA,2016,August,Ying,B2(b)(iii),3,A3,,,,RUOP
ILA,2016,August,Ying,B3(a),4,A3,,,,RUOP
ILA,2016,August,Ying,B3(b),5,B1,,,,Being able to decide whether or not conditions of a conceptual  definition are satisfied 
ILA,2016,August,Ying,B3(c),5,A3,,,,RUOP
ILA,2016,August,Ying,B3(d),6,B2,,,,Choosing and applying appropriate algorithms 
ILA,2016,August,Ying,B4(a),2,A3,,,,RUOP
ILA,2016,August,Ying,B4(b),6,B1,,,,Being able to decide whether or not conditions of a conceptual  definition are satisfied 
ILA,2016,August,Ying,B4(c),8,A3,,,,RUOP
ILA,2016,August,Ying,B4(d),4,C2,,,,Understanding the implications of a given result 
ILA ,2014,December,Rachel,A1,6,B2,,,,iii
ILA ,2014,December,Rachel,A2,6,B1,,,,v
ILA ,2014,December,Rachel,A3a,5,B1 ,,,,v
ILA ,2014,December,Rachel,A3b,2,C2,,,,iv
ILA ,2014,December,Rachel,A4a,3,C2,,,,iv
ILA ,2014,December,Rachel,A4b,4,B2,,,,iii
ILA ,2014,December,Rachel,A5,7,B2,,,,i
ILA ,2014,December,Rachel,A6a,2,C2,,,,
ILA ,2014,December,Rachel,A6b,2,A2,,,,i
ILA ,2014,December,Rachel,A6c,3,A3,,,,
ILA ,2014,December,Rachel,B1a(i),2,A3,,,,iii
ILA ,2014,December,Rachel,B1a(ii),2,A3,,,,iii
ILA ,2014,December,Rachel,B1a(iii),3,A3,,,,iii
ILA ,2014,December,Rachel,B1a(iv),3,A3,,,,iii
ILA ,2014,December,Rachel,B1b(i),3,B2,,,,iii
ILA ,2014,December,Rachel,B1b(ii),3,A3,,,,iii
ILA ,2014,December,Rachel,B1b(iii),4,C1,,,,ii
ILA ,2014,December,Rachel,B2a,6,A3,,,,iii
ILA ,2014,December,Rachel,B2b,3,A3,,,,iii
ILA ,2014,December,Rachel,B2c,4,A3,,,,iii
ILA ,2014,December,Rachel,B2d,3,A3,,,,iii
ILA ,2014,December,Rachel,B2e,4,C1,,,,iv
ILA ,2014,December,Rachel,B3a(i),8,A3,,,,iii
ILA ,2014,December,Rachel,B3a(ii),2,A3,,,,iii
ILA ,2014,December,Rachel,B3a(iii),4,A3,,,,iii
ILA ,2014,December,Rachel,B3a(iv),2,B1 ,,,,v
ILA ,2014,December,Rachel,B3b,4,A3,,,,iii
ILA ,2014,December,Rachel,B4a,2,A3,,,,iii
ILA ,2014,December,Rachel,B4b,4,A3,,,,iii
ILA ,2014,December,Rachel,B4c,4,A3,,,,iii
ILA ,2014,December,Rachel,B4d,6,A3,,,,iii
ILA ,2014,December,Rachel,B4e,4,B1,,,,i
ILA,2015,December ,Max,A1,7,B1,,,,
ILA,2015,December,Max,A2a,2,A2,,,,
ILA,2015,December,Max,A2b,2,A2,,,,
ILA,2015,December,Max,A2c,2,B1,,,,
ILA,2015,December,Max,A3,7,A3,,,,
ILA,2015,December,Max,A4,6,C2,,,,
ILA,2015,December,Max,A5,7,C2,,,,
ILA,2015,December,Max,A6,7,B1,,,,
ILA,2015,December,Max,B1a,4,A3,,,,
ILA,2015,December,Max,B1b,6,A3,,,,
ILA,2015,December,Max,B1c,6,A3,,,,
ILA,2015,December,Max,B1d,4,A3,,,,
ILA,2015,December,Max,B2a,5,A3,,,,
ILA,2015,December,Max,B2b,5,B1,,,,
ILA,2015,December,Max,B2c,5,A3,,,,
ILA,2015,December,Max,B2d,5,C1,,,,
ILA,2015,December,Max,B3a,3,A3,,,,
ILA,2015,December,Max,B3b,5,B1,,,,
ILA,2015,December,Max,B3c,12,B2,,,,
ILA,2015,December,Max,B4a,4,A3,,,,
ILA,2015,December,Max,B4b,8,A3,,,,
ILA,2015,December,Max,B4c,4,A3,,,,
ILA,2015,December,Max,B4d,4,B1,,,,
ILA,2013,December,Max,A1a,3,C1,,,,
ILA,2013,December,Max,A1b,4,C1,,,,
ILA,2013,December,Max,A2,7,C2,,,,
ILA,2013,December,Max,A3,6,B1,,,,
ILA,2013,December,Max,A4,6,B2,,,,
ILA,2013,December,Max,A5a,3,B1,,,,
ILA,2013,December,Max,A5b,4,B1,,,,
ILA,2013,December,Max,A6,7,A3,,,,
ILA,2013,December,Max,B1a,2,A3,,,,
ILA,2013,December,Max,B1b,5,A3,,,,
ILA,2013,December,Max,B1c,6,A3,,,,
ILA,2013,December,Max,B1d,5,A3,,,,
ILA,2013,December,Max,B1e,2,B1,,,,
ILA,2013,December,Max,B2a,3,A3,,,,
ILA,2013,December,Max,B2b,3,A3,,,,
ILA,2013,December,Max,B2c,3,A3,,,,
ILA,2013,December,Max,B2d,3,A3,,,,
ILA,2013,December,Max,B2e,4,B1,,,,
ILA,2013,December,Max,B2f,4,C1,,,,
ILA,2013,December,Max,B3a,2,A3,,,,
ILA,2013,December,Max,B3b,4,A3,,,,
ILA,2013,December,Max,B3c,4,A3,,,,
ILA,2013,December,Max,B3d,4,B2,,,,
ILA,2013,December,Max,B3(ii)a,3,B2,,,,
ILA,2013,December,Max,B3(ii)b,3,C2,,,,
ILA,2013,December,Max,B4a,4,A3,,,,
ILA,2013,December,Max,B4b,6,A3,,,,
ILA,2013,December,Max,B4c,3,A3,,,,
ILA,2013,December,Max,B4d,4,B2,,,,
ILA,2013,December,Max,B4e,3,C1,,,,
ILA,2011,December,Max,A1a,3,A2,,,,
ILA,2011,December,Max,A1b,3,A2,,,,
ILA,2011,December,Max,A2a,3,A2,,,,
ILA,2011,December,Max,A2b,3,A2,,,,
ILA,2011,December,Max,A3a,3,B1,,,,
ILA,2011,December,Max,A3b,4,B1,,,,
ILA,2011,December,Max,A4,7,A3,,,,
ILA,2011,December,Max,A5a,3,B1,,,,
ILA,2011,December,Max,A5b,4,B1,,,,
ILA,2011,December,Max,A6,7,C1,,,,
ILA,2011,December,Max,B1a,5,A3,,,,
ILA,2011,December,Max,B1b,4,A3,,,,
ILA,2011,December,Max,B1c,5,A3,,,,
ILA,2011,December,Max,B1d,6,A3,,,,
ILA,2011,December,Max,B2a(i),4,A3,,,,
ILA,2011,December,Max,B2a(ii),6,B2,,,,
ILA,2011,December,Max,B2a(iii),2,A2,,,,
ILA,2011,December,Max,B2a(iv),3,B1,,,,
ILA,2011,December,Max,B2b,5,C1,,,,
ILA,2011,December,Max,B3a,6,A3,,,,
ILA,2011,December,Max,B3b,3,A3,,,,
ILA,2011,December,Max,B3c,6,C2,,,,
ILA,2011,December,Max,B3d,5,B2,,,,
ILA,2011,December,Max,B4a(i),4,B2,,,,
ILA,2011,December,Max,B4a(ii),5,B1,,,,
ILA,2011,December,Max,B4b(i),6,A3,,,,
ILA,2011,December,Max,B4b(ii),5,B2,,,,
ILA,2012,August,Rachel,A1,6,C2,,,,iv
ILA,2012,August,Rachel,A2a,3,A3,,,,iii
ILA,2012,August,Rachel,A2b,3,A3,,,,iii
ILA,2012,August,Rachel,A3,7,B1,,,,v
ILA,2012,August,Rachel,A4,7,A3,,,,iii
ILA,2012,August,Rachel,A5,7,C1,,,,iv
ILA,2012,August,Rachel,A6,7,C1,,,,iv
ILA,2012,August,Rachel,B1a,3,A3,,,,iii
ILA,2012,August,Rachel,B1b,3,A3,,,,iii
ILA,2012,August,Rachel,B1c,5,A3,,,,iii
ILA,2012,August,Rachel,B1d,4,B1,,,,v
ILA,2012,August,Rachel,B1e,5,A3,,,,iii
ILA,2012,August,Rachel,B2a,5,A3,,,,iii
ILA,2012,August,Rachel,B2b,5,A3,,,,iii
ILA,2012,August,Rachel,B2c,5,A3,,,,ii
ILA,2012,August,Rachel,B2d,5,B1,,,,iv
ILA,2012,August,Rachel,B3a(i),4,A3,,,,iii
ILA,2012,August,Rachel,B3a(ii),7,A3,,,,iii
ILA,2012,August,Rachel,B3b(i),3,B2,,,,iii
ILA,2012,August,Rachel,B3b(ii),3,B2,,,,iii
ILA,2012,August,Rachel,B3b(iii),3,B2,,,,iii
ILA,2012,August,Rachel,B4a,10,A3,,,,iii
ILA,2012,August,Rachel,B4b,5,A3,,,,iii
ILA,2012,August,Rachel,B4c,5,B1,,,,iv
ILA,2012,December,Rachel,A1a,3,C2,,,,iv
ILA,2012,December,Rachel,A1b,4,B2,,,,iii
ILA,2012,December,Rachel,A2,6,B2,,,,iii
ILA,2012,December,Rachel,A3,7,B1,,,,v
ILA,2012,December,Rachel,A4,6,A3,,,,iii
ILA,2012,December,Rachel,A5a,3,B2,,,,iii
ILA,2012,December,Rachel,A5b,4,C2,,,,iv
ILA,2012,December,Rachel,A6,7,C1,,,,iv
ILA,2012,December,Rachel,B1a,4,A3,,,,iii
ILA,2012,December,Rachel,B1b,4,A3,,,,iii
ILA,2012,December,Rachel,B1c,4,A3,,,,iii
ILA,2012,December,Rachel,B1d,4,A3,,,,iii
ILA,2012,December,Rachel,B1e,4,A3,,,,iii
ILA,2012,December,Rachel,B2a,2,A3,,,,iii
ILA,2012,December,Rachel,B2b,4,A3,,,,iii
